Source,Target,Type,Id,Label,timeset,Weight,1,2,3,5,6
United States,Fiji,Undirected,3358,,,2,-,"1859  ","1859  ","Second Fiji Expedition  ",1
Brazil,Dominica,Undirected,3778,,,2,-,"1965  ","1966  ","American occupation of the Dominican Republic (1965–66)  ",1
Brazil,Thailand,Undirected,3772,,,1,-,"1939  ","1945  ","World War II  ",0
Brazil,Finland,Undirected,3769,,,1,-,"1939  ","1945  ","World War II  ",0
Brazil,Slovakia,Undirected,3766,,,1,-,"1939  ","1945  ","World War II  ",0
Brazil,Germany,Undirected,3765,,,1,-,"1939  ","1945  ","World War II  ",0
Brazil,Japan,Undirected,3753,,,2,-,"1939  ","1945  ","World War II  ",1
Brazil,Brazil,Undirected,3729,,,4,-,"1967  ","1974  ","Araguaia Guerrilla War  ",3
Peru,Thailand,Undirected,3834,,,1,-,"1939  ","1945  ","World War II  ",0
Peru,Finland,Undirected,3831,,,1,-,"1939  ","1945  ","World War II  ",0
Peru,Slovakia,Undirected,3828,,,1,-,"1939  ","1945  ","World War II  ",0
Peru,Japan,Undirected,3823,,,1,-,"1939  ","1945  ","World War II  ",0
Peru,Germany,Undirected,3820,,,1,-,"1939  ","1945  ","World War II  ",0
Peru,Ecuador,Undirected,3814,,,6,-,"1995  ","1995  ","Cenepa War  ",5
Peru,Chile,Undirected,3811,,,3,-,"1879  ","1883  ","War of the Pacific  ",2
Russia,Qatar,Undirected,3997,,,1,-,"2011  ","Ongoing  ","Syrian Civil War  ",0
Russia,Saudi Arabia,Undirected,3996,,,1,-,"2011  ","Ongoing  ","Syrian Civil War  ",0
Russia,Iraq,Undirected,3994,,,2,-,"2017  ","Ongoing  ","Islamist insurgency in Mozambique  ",1
Russia,Chad,Undirected,3993,,,1,-,"2003  ","Ongoing  ","War in Darfur  ",0
Russia,Eritrea,Undirected,3992,,,1,-,"2003  ","Ongoing  ","War in Darfur  ",0
Russia,Yemen,Undirected,3975,,,1,-,"2002  ","Ongoing  ","Operation Enduring Freedom – Horn of Africa  ",0
Russia,Turkey,Undirected,3970,,,3,-,"2011  ","Ongoing  ","Syrian Civil War  ",2
Russia,Moldova,Undirected,3965,,,1,-,"1992  ","1992  ","War of Transnistria  ",0
Russia,Latvia,Undirected,3960,,,5,-,"1918  ","1920  ","Latvian War of IndependencePart of the Russian Civil War  ",4
Russia,Georgia,Undirected,3951,,,7,-,"2008  ","2008  ","Russo-Georgian war  ",6
Russia,Afghanistan,Undirected,3946,,,3,-,"1992  ","1997  ","Civil war in Tajikistan  ",2
Russia,Armenia,Undirected,3936,,,9,-,"1921  ","1921  ","Battle of Mountainous ArmeniaPart of the Russian Civil War  ",8
Russia,Romania,Undirected,3904,,,4,-,"1992  ","1992  ","War of Transnistria  ",3
Russia,Estonia,Undirected,3898,,,6,-,"1918  ","1920  ","Latvian War of IndependencePart of the Russian Civil War  ",5
Russia,British Empire,Undirected,3894,,,4,-,"1918  ","1920  ","Armenian–Azerbaijani WarPart of the Russian Civil War  ",3
Russia,Egypt,Undirected,3892,,,2,-,"1831  ","1833  ","Egyptian–Ottoman War (1831–33)  ",1
Russia,French Empire,Undirected,3872,,,6,-,"1853  ","1856  ","Crimean War  ",5
Russia,Russia,Undirected,3864,,,6,-,"1993  ","1993  ","1993 Russian constitutional crisis  ",5
Egypt,Indonesia,Undirected,4089,,,2,-,"1969  ","Ongoing  ","Moro insurgency in the Philippines  ",1
Egypt,Malaysia,Undirected,4087,,,2,-,"1969  ","Ongoing  ","Moro insurgency in the Philippines  ",1
Egypt,Libya,Undirected,4085,,,2,-,"1977  ","1977  ","Libyan–Egyptian War  ",1
Egypt,Yemen,Undirected,4075,,,1,-,"1962  ","1970  ","North Yemen Civil War  ",0
Egypt,Israel,Undirected,4070,,,5,-,"1973  ","1973  ","Yom Kippur War  ",4
Egypt,Philippines,Undirected,4047,,,3,-,"1969  ","Ongoing  ","Moro insurgency in the Philippines  ",2
Egypt,Thailand,Undirected,4026,,,1,-,"1939  ","1945  ","World War II  ",0
Egypt,Iraq,Undirected,4020,,,6,-,"2011  ","Ongoing  ","Sinai insurgency  ",5
Egypt,Finland,Undirected,4019,,,1,-,"1939  ","1945  ","World War II  ",0
Egypt,Slovakia,Undirected,4016,,,1,-,"1939  ","1945  ","World War II  ",0
Egypt,Japan,Undirected,4010,,,2,-,"1969  ","Ongoing  ","Moro insurgency in the Philippines  ",1
Egypt,Germany,Undirected,4009,,,1,-,"1939  ","1945  ","World War II  ",0
Egypt,Sudan,Undirected,4002,,,1,-,"1881  ","1899  ","Mahdist War  ",0
Cambodia,Thailand,Undirected,4096,,,1,-,"2008  ","2012  ","Cambodian–Thai border dispute  ",0
Cambodia,China,Undirected,4095,,,1,-,"1946  ","1955  ","First Indochina War Indochina Wars  ",0
Cambodia,Soviet Union,Undirected,4094,,,1,-,"1946  ","1955  ","First Indochina War Indochina Wars  ",0
Cambodia,Viet Minh,Undirected,4093,,,1,-,"1946  ","1955  ","First Indochina War Indochina Wars  ",0
Cambodia,Cambodia,Undirected,4092,,,1,-,"1841  ","1845  ","Siamese–Vietnamese War (1841–45)  ",0
Bulgaria,Libya,Undirected,4324,,,1,-,"2011  ","2011  ","Libyan Civil War (2011)  ",0
Bulgaria,Pakistan,Undirected,4323,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Bulgaria,Chile,Undirected,4273,,,1,-,"1939  ","1945  ","World War II  ",0
Bulgaria,Thailand,Undirected,4247,,,2,-,"1950  ","1953  ","Korean War  Part of the Korean conflict  ",1
Bulgaria,Iran,Undirected,4230,,,3,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",2
Bulgaria,Colombia,Undirected,4227,,,3,-,"1950  ","1953  ","Korean War  Part of the Korean conflict  ",2
Bulgaria,Philippines,Undirected,4219,,,3,-,"1950  ","1953  ","Korean War  Part of the Korean conflict  ",2
Bulgaria,Bulgaria,Undirected,4187,,,4,-,"1939  ","1945  ","World War II  ",3
Bulgaria,Japan,Undirected,4169,,,2,-,"1939  ","1945  ","World War II  ",1
Bulgaria,French Empire,Undirected,4101,,,1,-,"1853  ","1856  ","Crimean War  ",0
Japan,Yemen,Undirected,4420,,,1,-,"2002  ","Ongoing  ","Operation Enduring Freedom – Horn of Africa  ",0
Japan,Chile,Undirected,4409,,,1,-,"1939  ","1945  ","World War II  ",0
Japan,Argentina,Undirected,4408,,,1,-,"1939  ","1945  ","World War II  ",0
Japan,Saudi Arabia,Undirected,4407,,,1,-,"1939  ","1945  ","World War II  ",0
Japan,Syria,Undirected,4406,,,1,-,"1939  ","1945  ","World War II  ",0
Japan,Lebanon,Undirected,4405,,,1,-,"1939  ","1945  ","World War II  ",0
Japan,Venezuela,Undirected,4402,,,1,-,"1939  ","1945  ","World War II  ",0
Japan,Uruguay,Undirected,4401,,,1,-,"1939  ","1945  ","World War II  ",0
Japan,Paraguay,Undirected,4400,,,1,-,"1939  ","1945  ","World War II  ",0
Japan,Ecuador,Undirected,4399,,,1,-,"1939  ","1945  ","World War II  ",0
Japan,Liberia,Undirected,4398,,,1,-,"1939  ","1945  ","World War II  ",0
Japan,Iran,Undirected,4397,,,1,-,"1939  ","1945  ","World War II  ",0
Japan,Colombia,Undirected,4396,,,1,-,"1939  ","1945  ","World War II  ",0
Japan,Bolivia,Undirected,4395,,,1,-,"1939  ","1945  ","World War II  ",0
Japan,Iraq,Undirected,4393,,,2,-,"1969  ","Ongoing  ","Moro insurgency in the Philippines  ",1
Japan,Cuba,Undirected,4388,,,1,-,"1939  ","1945  ","World War II  ",0
Japan,Guatemala,Undirected,4387,,,1,-,"1939  ","1945  ","World War II  ",0
Japan,Nicaragua,Undirected,4386,,,1,-,"1939  ","1945  ","World War II  ",0
Japan,Honduras,Undirected,4385,,,1,-,"1939  ","1945  ","World War II  ",0
Japan,Haiti,Undirected,4384,,,1,-,"1939  ","1945  ","World War II  ",0
Japan,El Salvador,Undirected,4383,,,1,-,"1939  ","1945  ","World War II  ",0
Japan,Dominica,Undirected,4382,,,1,-,"1939  ","1945  ","World War II  ",0
Japan,Costa Rica,Undirected,4381,,,1,-,"1939  ","1945  ","World War II  ",0
Japan,Panama,Undirected,4380,,,1,-,"1939  ","1945  ","World War II  ",0
Japan,Luxembourg,Undirected,4379,,,1,-,"1939  ","1945  ","World War II  ",0
Japan,Soviet Union,Undirected,4376,,,3,-,"1939  ","1945  ","World War II  ",2
Japan,Latvia,Undirected,4375,,,1,-,"1917  ","1922  ","Russian Civil War  ",0
Japan,Estonia,Undirected,4374,,,1,-,"1917  ","1922  ","Russian Civil War  ",0
Japan,Finland,Undirected,4373,,,1,-,"1917  ","1922  ","Russian Civil War  ",0
Japan,Mongolia,Undirected,4371,,,2,-,"1939  ","1939  ","Battle of Khalkhin Gol  ",1
Japan,San Marino,Undirected,4369,,,2,-,"1939  ","1945  ","World War II  ",1
Japan,Armenia,Undirected,4367,,,2,-,"1917  ","1922  ","Russian Civil War  ",1
Japan,Albania,Undirected,4365,,,2,-,"1939  ","1945  ","World War II  ",1
Japan,Romania,Undirected,4360,,,2,-,"1939  ","1945  ","World War II  ",1
Japan,French Empire,Undirected,4333,,,1,-,"1868  ","1869  ","Boshin WarWar of the Year of the DragonPart of the Japanese Civil War  ",0
Japan,British Empire,Undirected,4328,,,5,-,"1939  ","1945  ","World War II  ",4
Japan,Japan,Undirected,4326,,,2,-,"1884  ","1884  ","Chichibu Incident  ",1
Albania,Pakistan,Undirected,4586,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Albania,Albania,Undirected,4539,,,1,-,"1997  ","1997  ","Albanian Rebellion of 1997  ",0
Albania,Iran,Undirected,4523,,,2,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",1
Albania,Thailand,Undirected,4504,,,1,-,"1939  ","1945  ","World War II  ",0
British Empire,Thailand,Undirected,4637,,,1,-,"1939  ","1945  ","World War II  ",0
British Empire,Finland,Undirected,4636,,,1,-,"1939  ","1945  ","World War II  ",0
British Empire,Slovakia,Undirected,4635,,,1,-,"1939  ","1945  ","World War II  ",0
British Empire,Germany,Undirected,4634,,,1,-,"1939  ","1945  ","World War II  ",0
British Empire,Azerbaijan,Undirected,4630,,,1,-,"1918  ","1920  ","Armenian–Azerbaijani WarPart of the Russian Civil War  ",0
British Empire,Benin,Undirected,4615,,,1,-,"1897  ","1897  ","Benin Expedition of 1897  ",0
British Empire,Sudan,Undirected,4606,,,1,-,"1881  ","1899  ","Mahdist War  ",0
British Empire,Jamaica,Undirected,4605,,,1,-,"1865  ","1865  ","Morant Bay rebellion  ",0
British Empire,Bhutan,Undirected,4604,,,1,-,"1864  ","1865  ","Bhutan War  ",0
British Empire,Afghanistan,Undirected,4593,,,3,-,"1919  ","1919  ","Third Anglo-Afghan War  ",2
Mali,Niger,Undirected,4683,,,2,-,"2007  ","2009  ","Tuareg rebellion (2007–09)   part of the Tuareg rebellion     ",1
Mali,Cuba,Undirected,4666,,,1,-,"1960  ","1965  ","Congo Crisis  ",0
Mali,China,Undirected,4665,,,1,-,"1960  ","1965  ","Congo Crisis  ",0
Mali,Belgium,Undirected,4662,,,1,-,"1960  ","1965  ","Congo Crisis  ",0
Oman,Oman,Undirected,4685,,,1,-,"1954  ","1959  ","Jebel Akhdar War  ",0
China,Yemen,Undirected,4852,,,1,-,"2002  ","Ongoing  ","Operation Enduring Freedom – Horn of Africa  ",0
China,Democratic Republic of the Congo,Undirected,4847,,,1,-,"1960  ","1965  ","Congo Crisis  ",0
China,Guinea,Undirected,4842,,,1,-,"1960  ","1965  ","Congo Crisis  ",0
China,Republic of Ireland,Undirected,4841,,,1,-,"1960  ","1965  ","Congo Crisis  ",0
China,Morocco,Undirected,4840,,,1,-,"1960  ","1965  ","Congo Crisis  ",0
China,Tunisia,Undirected,4839,,,1,-,"1960  ","1965  ","Congo Crisis  ",0
China,Ghana,Undirected,4838,,,1,-,"1960  ","1965  ","Congo Crisis  ",0
China,Republic of the Congo,Undirected,4837,,,1,-,"1960  ","1965  ","Congo Crisis  ",0
China,South Vietnam,Undirected,4834,,,2,-,"1974  ","1974  ","Battle of the Paracel Islands  ",1
China,Laos,Undirected,4828,,,2,-,"1955  ","1975  ","Vietnam War  ",1
China,Vietnam,Undirected,4824,,,4,-,"1979  ","1990  ","Sino-Vietnamese conflicts 1979–90  ",3
China,Chile,Undirected,4823,,,1,-,"1939  ","1945  ","World War II  ",0
China,Liberia,Undirected,4797,,,3,-,"1960  ","1965  ","Congo Crisis  ",2
China,Colombia,Undirected,4791,,,3,-,"1950  ","1953  ","Korean War  Part of the Korean conflict  ",2
China,Philippines,Undirected,4786,,,3,-,"1950  ","1953  ","Korean War  Part of the Korean conflict  ",2
China,Cuba,Undirected,4783,,,3,-,"1975  ","2002  ","Angolan Civil War  ",2
China,Luxembourg,Undirected,4760,,,3,-,"1950  ","1953  ","Korean War  Part of the Korean conflict  ",2
China,Iraq,Undirected,4746,,,4,-,"2009  ","Ongoing  ","Boko Haram insurgency  ",3
China,Slovakia,Undirected,4745,,,1,-,"1939  ","1945  ","World War II  ",0
China,Soviet Union,Undirected,4715,,,8,-,"1975  ","2002  ","Angolan Civil War  ",7
China,People's Republic of China,Undirected,4712,,,3,-,"1950  ","1958  ","Kuomintang Islamic insurgency  ",2
China,Latvia,Undirected,4711,,,1,-,"1917  ","1922  ","Russian Civil War  ",0
China,Estonia,Undirected,4710,,,1,-,"1917  ","1922  ","Russian Civil War  ",0
China,Finland,Undirected,4708,,,2,-,"1939  ","1945  ","World War II  ",1
China,Mongolia,Undirected,4706,,,2,-,"1944  ","1949  ","Ili Rebellion  ",1
China,Armenia,Undirected,4705,,,1,-,"1917  ","1922  ","Russian Civil War  ",0
China,China,Undirected,4692,,,7,-,"1944  ","1949  ","Ili Rebellion  ",6
China,French Empire,Undirected,4691,,,1,-,"1856  ","1860  ","Second Opium WarArrow War  ",0
Armenia,Iran,Undirected,4994,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Armenia,Pakistan,Undirected,4993,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Armenia,Azerbaijan,Undirected,4941,,,9,-,"2018  ","2018  ","2018 Armenian–Azerbaijani clashes  ",8
Armenia,Armenia,Undirected,4921,,,4,-,"1921  ","1921  ","February UprisingPart of the Russian Civil War  ",3
Algeria,Mauritania,Undirected,5007,,,1,-,"1975  ","1991  ","Western Sahara War Part of the Western Sahara conflict  ",0
Algeria,Israel,Undirected,4999,,,2,-,"1973  ","1973  ","Yom Kippur War  ",1
Algeria,Morocco,Undirected,4996,,,3,-,"1975  ","1991  ","Western Sahara War Part of the Western Sahara conflict  ",2
Canada,Libya,Undirected,5242,,,1,-,"2011  ","2011  ","Libyan Civil War (2011)  ",0
Canada,Yemen,Undirected,5225,,,1,-,"2002  ","Ongoing  ","Operation Enduring Freedom – Horn of Africa  ",0
Canada,Pakistan,Undirected,5183,,,3,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",2
Canada,North Korea,Undirected,5162,,,1,-,"1950  ","1953  ","Korean War  Part of the Korean conflict  ",0
Canada,Cuba,Undirected,5131,,,2,-,"1960  ","1965  ","Congo Crisis  ",1
Canada,Iraq,Undirected,5106,,,4,-,"2009  ","Ongoing  ","Boko Haram insurgency  ",3
Australia,Yemen,Undirected,5527,,,1,-,"2002  ","Ongoing  ","Operation Enduring Freedom – Horn of Africa  ",0
Australia,Pakistan,Undirected,5454,,,4,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",3
Australia,North Vietnam,Undirected,5430,,,1,-,"1955  ","1975  ","Vietnam War  ",0
Australia,North Korea,Undirected,5420,,,2,-,"1955  ","1975  ","Vietnam War  ",1
Australia,Iran,Undirected,5394,,,4,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",3
Australia,Soviet Union,Undirected,5372,,,2,-,"1950  ","1953  ","Korean War  Part of the Korean conflict  ",1
Nepal,Indonesia,Undirected,5539,,,1,-,"1996  ","2006  ","Nepalese Civil War  ",0
Nepal,United Kingdom,Undirected,5538,,,1,-,"1996  ","2006  ","Nepalese Civil War  ",0
Nepal,Nepal,Undirected,5537,,,1,-,"1996  ","2006  ","Nepalese Civil War  ",0
Haiti,Thailand,Undirected,5553,,,1,-,"1939  ","1945  ","World War II  ",0
Haiti,Finland,Undirected,5550,,,1,-,"1939  ","1945  ","World War II  ",0
Haiti,Slovakia,Undirected,5549,,,1,-,"1939  ","1945  ","World War II  ",0
Haiti,Germany,Undirected,5544,,,1,-,"1939  ","1945  ","World War II  ",0
Haiti,Haiti,Undirected,5541,,,1,-,"1822  ","1844  ","Haitian occupation of Santo Domingo  ",0
Haiti,French Empire,Undirected,5540,,,1,-,"1805  ","1805  ","Haitian invasion of Santo Domingo  ",0
United Kingdom,Libya,Undirected,5839,,,1,-,"2011  ","2011  ","Libyan Civil War (2011)  ",0
United Kingdom,Pakistan,Undirected,5734,,,4,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",3
United Kingdom,Liberia,Undirected,5733,,,1,-,"1991  ","2002  ","Sierra Leone Civil War  ",0
United Kingdom,Argentina,Undirected,5729,,,1,-,"1982  ","1982  ","Falklands War  ",0
United Kingdom,Yemen,Undirected,5716,,,2,-,"2002  ","Ongoing  ","Operation Enduring Freedom – Horn of Africa  ",1
United Kingdom,Soviet Union,Undirected,5672,,,1,-,"1950  ","1953  ","Korean War  Part of the Korean conflict  ",0
United Kingdom,North Korea,Undirected,5671,,,1,-,"1950  ","1953  ","Korean War  Part of the Korean conflict  ",0
United Kingdom,Viet Minh,Undirected,5658,,,1,-,"1945  ","1946  ","War in Vietnam (1945–46)  ",0
United Kingdom,Iraq,Undirected,5644,,,3,-,"2009  ","Ongoing  ","Boko Haram insurgency  ",2
United Kingdom,Venezuela,Undirected,5610,,,1,-,"1902  ","1903  ","Venezuelan crisis of 1902–03  ",0
Italy,Libya,Undirected,6129,,,1,-,"2011  ","2011  ","Libyan Civil War (2011)  ",0
Italy,Pakistan,Undirected,6123,,,3,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",2
Italy,Yemen,Undirected,6116,,,1,-,"2002  ","Ongoing  ","Operation Enduring Freedom – Horn of Africa  ",0
Italy,North Korea,Undirected,6030,,,1,-,"1950  ","1953  ","Korean War  Part of the Korean conflict  ",0
Italy,Chile,Undirected,6029,,,1,-,"1939  ","1945  ","World War II  ",0
Italy,Iran,Undirected,5982,,,4,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",3
Italy,Soviet Union,Undirected,5925,,,5,-,"1950  ","1953  ","Korean War  Part of the Korean conflict  ",4
Italy,Eritrea,Undirected,5857,,,1,-,"1895  ","1896  ","First Italo-Ethiopian War  ",0
Bolivia,Thailand,Undirected,6144,,,1,-,"1939  ","1945  ","World War II  ",0
Bolivia,Finland,Undirected,6141,,,1,-,"1939  ","1945  ","World War II  ",0
Bolivia,Slovakia,Undirected,6140,,,1,-,"1939  ","1945  ","World War II  ",0
Bolivia,Germany,Undirected,6137,,,1,-,"1939  ","1945  ","World War II  ",0
Bolivia,Chile,Undirected,6131,,,2,-,"1879  ","1883  ","War of the Pacific  ",1
Argentina,Thailand,Undirected,6183,,,1,-,"1939  ","1945  ","World War II  ",0
Argentina,Finland,Undirected,6180,,,1,-,"1939  ","1945  ","World War II  ",0
Argentina,Slovakia,Undirected,6179,,,1,-,"1939  ","1945  ","World War II  ",0
Argentina,Germany,Undirected,6176,,,1,-,"1939  ","1945  ","World War II  ",0
Chile,Thailand,Undirected,6217,,,1,-,"1939  ","1945  ","World War II  ",0
Chile,Iraq,Undirected,6216,,,1,-,"1939  ","1945  ","World War II  ",0
Chile,Finland,Undirected,6215,,,1,-,"1939  ","1945  ","World War II  ",0
Chile,Slovakia,Undirected,6214,,,1,-,"1939  ","1945  ","World War II  ",0
Chile,Romania,Undirected,6213,,,1,-,"1939  ","1945  ","World War II  ",0
Chile,Germany,Undirected,6212,,,1,-,"1939  ","1945  ","World War II  ",0
Chile,Chile,Undirected,6207,,,4,-,"1931  ","1931  ","Chilean naval mutiny of 1931  ",3
Paraguay,Dominica,Undirected,6236,,,2,-,"1965  ","1966  ","American occupation of the Dominican Republic (1965–66)  ",1
Paraguay,Thailand,Undirected,6227,,,1,-,"1939  ","1945  ","World War II  ",0
Paraguay,Finland,Undirected,6224,,,1,-,"1939  ","1945  ","World War II  ",0
Paraguay,Slovakia,Undirected,6223,,,1,-,"1939  ","1945  ","World War II  ",0
Paraguay,Germany,Undirected,6220,,,1,-,"1939  ","1945  ","World War II  ",0
Venezuela,Thailand,Undirected,6266,,,1,-,"1939  ","1945  ","World War II  ",0
Venezuela,Finland,Undirected,6263,,,1,-,"1939  ","1945  ","World War II  ",0
Venezuela,Slovakia,Undirected,6262,,,1,-,"1939  ","1945  ","World War II  ",0
Venezuela,Germany,Undirected,6259,,,1,-,"1939  ","1945  ","World War II  ",0
Venezuela,Venezuela,Undirected,6258,,,1,-,"1859  ","1863  ","Federal War  ",0
Colombia,North Korea,Undirected,6333,,,1,-,"1950  ","1953  ","Korean War  Part of the Korean conflict  ",0
Colombia,Soviet Union,Undirected,6312,,,2,-,"1950  ","1953  ","Korean War  Part of the Korean conflict  ",1
Colombia,Finland,Undirected,6299,,,1,-,"1939  ","1945  ","World War II  ",0
Colombia,Slovakia,Undirected,6298,,,1,-,"1939  ","1945  ","World War II  ",0
Colombia,Romania,Undirected,6295,,,3,-,"1950  ","1953  ","Korean War  Part of the Korean conflict  ",2
Colombia,Germany,Undirected,6294,,,1,-,"1939  ","1945  ","World War II  ",0
Colombia,Colombia,Undirected,6292,,,2,-,"1899  ","1902  ","Thousand Days' War  ",1
Afghanistan,Iran,Undirected,6342,,,3,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",2
Afghanistan,Pakistan,Undirected,6339,,,3,-,"2017  ","2017  ","2017 Afghanistan–Pakistan border skirmishPart of the Pakistan-Afghanistan skirmishes  ",2
Afghanistan,Afghanistan,Undirected,6338,,,1,-,"1996  ","2001  ","Civil war in Afghanistan (1996–2001)  ",0
Afghanistan,Uzbekistan,Undirected,6337,,,1,-,"1992  ","1997  ","Civil war in Tajikistan  ",0
Afghanistan,Tajikistan,Undirected,6336,,,1,-,"1992  ","1997  ","Civil war in Tajikistan  ",0
Afghanistan,Soviet Union,Undirected,6335,,,1,-,"1916  ","1934  ","Basmachi movementPart of World War I and Russian Civil War  ",0
Honduras,Dominica,Undirected,6439,,,2,-,"1965  ","1966  ","American occupation of the Dominican Republic (1965–66)  ",1
Honduras,Thailand,Undirected,6432,,,1,-,"1939  ","1945  ","World War II  ",0
Honduras,Finland,Undirected,6429,,,1,-,"1939  ","1945  ","World War II  ",0
Honduras,Slovakia,Undirected,6428,,,1,-,"1939  ","1945  ","World War II  ",0
Honduras,Germany,Undirected,6425,,,1,-,"1939  ","1945  ","World War II  ",0
Honduras,El Salvador,Undirected,6422,,,3,-,"1969  ","1969  ","Football War  ",2
Jamaica,Cuba,Undirected,6453,,,1,-,"1983  ","1983  ","Invasion of Grenada  ",0
Jamaica,Grenada,Undirected,6452,,,1,-,"1983  ","1983  ","Invasion of Grenada  ",0
Dominica,Grenada,Undirected,6493,,,1,-,"1983  ","1983  ","Invasion of Grenada  ",0
Dominica,Cuba,Undirected,6481,,,2,-,"1983  ","1983  ","Invasion of Grenada  ",1
Dominica,Nicaragua,Undirected,6478,,,2,-,"1965  ","1966  ","American occupation of the Dominican Republic (1965–66)  ",1
Dominica,El Salvador,Undirected,6476,,,2,-,"1965  ","1966  ","American occupation of the Dominican Republic (1965–66)  ",1
Dominica,Costa Rica,Undirected,6474,,,2,-,"1965  ","1966  ","American occupation of the Dominican Republic (1965–66)  ",1
Dominica,Thailand,Undirected,6467,,,1,-,"1939  ","1945  ","World War II  ",0
Dominica,Finland,Undirected,6464,,,1,-,"1939  ","1945  ","World War II  ",0
Dominica,Slovakia,Undirected,6463,,,1,-,"1939  ","1945  ","World War II  ",0
Dominica,Germany,Undirected,6460,,,1,-,"1939  ","1945  ","World War II  ",0
Dominica,Dominica,Undirected,6458,,,2,-,"1965  ","1965  ","Dominican Civil War  ",1
Morocco,Israel,Undirected,6510,,,2,-,"1973  ","1973  ","Yom Kippur War  ",1
Morocco,Cuba,Undirected,6500,,,1,-,"1960  ","1965  ","Congo Crisis  ",0
Morocco,Belgium,Undirected,6497,,,1,-,"1960  ","1965  ","Congo Crisis  ",0
Uruguay,Thailand,Undirected,6531,,,1,-,"1939  ","1945  ","World War II  ",0
Uruguay,Finland,Undirected,6528,,,1,-,"1939  ","1945  ","World War II  ",0
Uruguay,Slovakia,Undirected,6527,,,1,-,"1939  ","1945  ","World War II  ",0
Uruguay,Germany,Undirected,6524,,,1,-,"1939  ","1945  ","World War II  ",0
Montenegro,Iran,Undirected,6626,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Montenegro,Pakistan,Undirected,6625,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Nicaragua,Thailand,Undirected,6642,,,1,-,"1939  ","1945  ","World War II  ",0
Nicaragua,Finland,Undirected,6639,,,1,-,"1939  ","1945  ","World War II  ",0
Nicaragua,Slovakia,Undirected,6638,,,1,-,"1939  ","1945  ","World War II  ",0
Nicaragua,Germany,Undirected,6635,,,1,-,"1939  ","1945  ","World War II  ",0
Nicaragua,Nicaragua,Undirected,6634,,,1,-,"1926  ","1927  ","Nicaraguan civil war (1926-1927)  ",0
Costa Rica,Thailand,Undirected,6670,,,1,-,"1939  ","1945  ","World War II  ",0
Costa Rica,Finland,Undirected,6667,,,1,-,"1939  ","1945  ","World War II  ",0
Costa Rica,Slovakia,Undirected,6666,,,1,-,"1939  ","1945  ","World War II  ",0
Costa Rica,Germany,Undirected,6663,,,1,-,"1939  ","1945  ","World War II  ",0
Guatemala,Thailand,Undirected,6696,,,1,-,"1939  ","1945  ","World War II  ",0
Guatemala,Finland,Undirected,6693,,,1,-,"1939  ","1945  ","World War II  ",0
Guatemala,Slovakia,Undirected,6692,,,1,-,"1939  ","1945  ","World War II  ",0
Guatemala,Germany,Undirected,6689,,,1,-,"1939  ","1945  ","World War II  ",0
