Source,Target,Type,Id,Label,timeset,Weight,1,2,3,5,6
Laos,North Korea,Undirected,8622,,,1,-,"1955  ","1975  ","Vietnam War  ",0
Laos,North Vietnam,Undirected,8619,,,3,-,"1958  ","1959  ","North Vietnamese invasion of LaosPart of the Vietnam War and the Laotian Civil War  ",2
Pakistan,Uzbekistan,Undirected,8653,,,4,-,"2004  ","Ongoing  ","War in North-West Pakistan  ",3
Pakistan,United Arab Emirates,Undirected,8648,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Pakistan,Tonga,Undirected,8647,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Pakistan,Switzerland,Undirected,8646,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Pakistan,Jordan,Undirected,8645,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Pakistan,Iceland,Undirected,8644,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Pakistan,Bosnia and Herzegovina,Undirected,8643,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Pakistan,Bahrain,Undirected,8642,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Pakistan,Czech Republic,Undirected,8640,,,2,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",1
Pakistan,South Korea,Undirected,8635,,,2,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",1
Pakistan,Singapore,Undirected,8633,,,2,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",1
Pakistan,Malaysia,Undirected,8631,,,2,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",1
Pakistan,Bangladesh,Undirected,8623,,,1,-,"1971  ","1971  ","Bangladesh Liberation WarIndo-Pakistani wars and conflicts  ",0
South Korea,North Vietnam,Undirected,8661,,,1,-,"1955  ","1975  ","Vietnam War  ",0
South Korea,North Korea,Undirected,8658,,,3,-,"1966  ","1969  ","Korean DMZ Conflict Part of the Korean conflict  ",2
South Korea,South Korea,Undirected,8657,,,1,-,"1948  ","1949  ","Jeju uprising  ",0
Israel,Jordan,Undirected,8698,,,2,-,"1973  ","1973  ","Yom Kippur War  ",1
Israel,Libya,Undirected,8697,,,1,-,"1967  ","1967  ","Six-Day War  ",0
North Korea,South Vietnam,Undirected,8700,,,1,-,"1955  ","1975  ","Vietnam War  ",0
South Vietnam,North Vietnam,Undirected,8701,,,4,-,"1967  ","1975  ","Cambodian Civil War  ",3
Republic of the Congo,Angola,Undirected,8713,,,1,-,"1997  ","1999  ","Republic of the Congo Civil War  ",0
Republic of the Congo,Republic of the Congo,Undirected,8712,,,1,-,"1997  ","1999  ","Republic of the Congo Civil War  ",0
Democratic Republic of the Congo,Uganda,Undirected,8720,,,2,-,"1996  ","Ongoing  ","ADF insurgency  ",1
Jordan,Libya,Undirected,8742,,,1,-,"2011  ","2011  ","Libyan Civil War (2011)  ",0
Somalia,Uzbekistan,Undirected,8802,,,1,-,"2002  ","Ongoing  ","Operation Enduring Freedom – Horn of Africa  ",0
Libya,Qatar,Undirected,8821,,,1,-,"2011  ","2011  ","Libyan Civil War (2011)  ",0
Libya,Libya,Undirected,8820,,,1,-,"2008  ","2008  ","2008 Kufra conflict  ",0
Libya,Mozambique,Undirected,8817,,,1,-,"1978  ","1979  ","Uganda–Tanzania War  ",0
Libya,Chad,Undirected,8814,,,1,-,"1965  ","1979  ","Chadian Civil War (1965–79)  ",0
Angola,Burundi,Undirected,8832,,,1,-,"1998  ","2003  ","Second Congo War  ",0
Angola,Angola,Undirected,8831,,,1,-,"1998  ","2003  ","Second Congo War  ",0
Angola,Uganda,Undirected,8830,,,1,-,"1998  ","2003  ","Second Congo War  ",0
Mauritania,Senegal,Undirected,8841,,,1,-,"1989  ","1991  ","Mauritania–Senegal Border War  ",0
Uganda,Rwanda,Undirected,8845,,,4,-,"2000  ","2000  ","Six-Day War (2000)Part of the Second Congo War  ",3
Uganda,Uganda,Undirected,8844,,,1,-,"1996  ","Ongoing  ","ADF insurgency  ",0
Uganda,Mozambique,Undirected,8843,,,1,-,"1978  ","1979  ","Uganda–Tanzania War  ",0
Uganda,Tanzania,Undirected,8842,,,1,-,"1978  ","1979  ","Uganda–Tanzania War  ",0
Grenada,Saint Vincent and the Grenadines,Undirected,8866,,,1,-,"1983  ","1983  ","Invasion of Grenada  ",0
Grenada,Saint Lucia,Undirected,8865,,,1,-,"1983  ","1983  ","Invasion of Grenada  ",0
Grenada,Barbados,Undirected,8864,,,1,-,"1983  ","1983  ","Invasion of Grenada  ",0
Grenada,Antigua and Barbuda,Undirected,8863,,,1,-,"1983  ","1983  ","Invasion of Grenada  ",0
Rwanda,Burundi,Undirected,8872,,,3,-,"1998  ","2003  ","Second Congo War  ",2
Rwanda,Rwanda,Undirected,8870,,,2,-,"1998  ","2003  ","Second Congo War  ",1
Tajikistan,Uzbekistan,Undirected,8902,,,1,-,"2010  ","2012  ","Tajikistan insurgency  ",0
Kyrgyzstan,Kyrgyzstan,Undirected,8970,,,1,-,"2010  ","2010  ","2010 South Kyrgyzstan ethnic clashes  ",0
